Year,CBPF Name,Cluster,Total Allocations,Targeted People,Reached People
2022,"Sudan","Education",1132500.3564,39294,0
2022,"Sudan","Emergency Shelter and NFI",2750966.849,74765,0
2022,"Sudan","Food Security",5225325.9095,311462,8760
2022,"Sudan","Health",5831962.3109,365056,0
2022,"Sudan","Nutrition",7859288.7408,1414738,1416
2022,"Sudan","Protection",9789039.9371,582573,0
2022,"Sudan","Water Sanitation Hygiene",9272028.7463,867270,7014
2022,"Syria Cross border","Camp Coordination / Management",1346371.5807999999,18507,0
2022,"Syria Cross border","Coordination and Support Services",498040.06,3710000,0
2022,"Syria Cross border","Early Recovery",11825633.378652,1394603,0
2022,"Syria Cross border","Education",9190928.2039,136171,0
2022,"Syria Cross border","Emergency Shelter and NFI",25928416.954500005,180058,0
2022,"Syria Cross border","Food Security",10814317.530648,435412,0
2022,"Syria Cross border","Health",12460790.7245,1274724,0
2022,"Syria Cross border","Nutrition",1949463.9982,571317,7836
2022,"Syria Cross border","Protection",6019999.4257000005,146464,0
2022,"Syria Cross border","Water Sanitation Hygiene",6321067.5931,1205798,0
2022,"Ukraine","Camp Coordination / Management",1228000,7731,0
2022,"Ukraine","Coordination and Support Services",813051.0175000001,24842,0
2022,"Ukraine","Education",1240455.1837,16429,0
2022,"Ukraine","Emergency Shelter and NFI",11886244.8016,101538,0
2022,"Ukraine","Emergency Telecommunications",521449.6818,9378,0
2022,"Ukraine","Food Security",17358182.9524,215764,0
2022,"Ukraine","Health",14761032.691,3692197,0
2022,"Ukraine","Logistics",1000000.06,4,0
2022,"Ukraine","Multi-purpose CASH",22844128.278699998,108334,0
2022,"Ukraine","Nutrition",260000,1708,0
2022,"Ukraine","Protection",8567081.2588,233475,67
2022,"Ukraine","Water Sanitation Hygiene",12770860.4545,338786,0
2022,"Venezuela","Education",901158.2618430001,8079,0
2022,"Venezuela","Emergency Shelter and NFI",500766.297842,5269,0
2022,"Venezuela","Food Security",456693.828315,3734,0
2022,"Venezuela","Health",84402.70910000001,1317,0
2022,"Venezuela","Nutrition",18806.795,171,0
2022,"Venezuela","Protection",1241345.1579,21884,0
2022,"Venezuela","Water Sanitation Hygiene",271175.44,3037,0
2022,"Yemen","Multi-Sector",3011347.62,275800,0
2022,"Yemen","Water Sanitation Hygiene",4000081.15,3674508,0
