Year,CBPF Name,Cluster,Total Allocations,Targeted People,Reached People
2021,"Syria Cross border","Coordination and Support Services",493518.24,17800,13646
2021,"Syria Cross border","Early Recovery",17941938.130148,1835915,1354541
2021,"Syria Cross border","Education",8960365.8783,314989,237728
2021,"Syria Cross border","Emergency Shelter and NFI",28062034.991254,850025,700010
2021,"Syria Cross border","Food Security",25722563.407752,1057643,881631
2021,"Syria Cross border","Health",24026306.378546,1944768,1678641
2021,"Syria Cross border","Logistics",2559848.759,255267,316664
2021,"Syria Cross border","Nutrition",2488851.1814,409281,368118
2021,"Syria Cross border","Protection",9787852.962960001,425802,391488
2021,"Syria Cross border","Water Sanitation Hygiene",27091355.22684,3930472,1698910
2021,"Ukraine","Education",1235486.8553,22196,6916
2021,"Ukraine","Emergency Shelter and NFI",1524275.1970000002,20505,0
2021,"Ukraine","Food Security",1439109,13709,279
2021,"Ukraine","Health",1542588.325,45904,93
2021,"Ukraine","Protection",4580352.506700001,62862,715
2021,"Ukraine","Water Sanitation Hygiene",3360445.1160000004,667377,1623
2021,"Venezuela","Education",2393975.6946,27197,18863
2021,"Venezuela","Emergency Shelter and NFI",1548270.1744,20215,25326
2021,"Venezuela","Food Security",1914414.1984799998,30397,19982
2021,"Venezuela","Health",821441.527,17263,8000
2021,"Venezuela","Nutrition",397244.06859000004,8182,4867
2021,"Venezuela","Protection",2088330.1659300001,36087,21482
2021,"Venezuela","Water Sanitation Hygiene",2292361.521,34454,14220
2021,"Yemen","Camp Coordination / Management",7191283.07911,346149,109570
2021,"Yemen","Education",8846965.0007,238877,96947
2021,"Yemen","Emergency Shelter and NFI",15643961.371180002,476642,77433
2021,"Yemen","Food Security",10297400.0646,141856,18187
2021,"Yemen","Health",14902149.452450002,6329027,1417252
2021,"Yemen","Logistics",3245095.98,1120,0
2021,"Yemen","Multi-Sector",7640003.95,465228,18127
2021,"Yemen","Nutrition",6664520.04725,620007,67442
2021,"Yemen","Protection",13147189.61554,1190511,96235
2021,"Yemen","Water Sanitation Hygiene",23226159.95917,3227673,2651869
